,Unnamed: 0,中文,便宜,價格,免費,公園,動物園,博物,咖啡,地區,孩子,展覽,市場,擁擠,散步,方便,旅行,櫻花,歷史,火車,照片,當地,神社,紀念品,美景,英語,購物,車站,酒吧,風景,食物,餐廳,label
97,97,,0.012163506086147111,0.06081753043073556,0.8879359442887391,0.06081753043073556,0.0,0.012163506086147111,0.18245259129220667,0.08514454260302978,0.012163506086147111,0.024327012172294223,0.0,0.10947155477532401,0.012163506086147111,0.024327012172294223,0.024327012172294223,0.012163506086147111,0.0,0.024327012172294223,0.09730804868917689,0.012163506086147111,0.0,0.15812557911991246,0.3162511582398249,0.012163506086147111,0.024327012172294223,0.024327012172294223,0.048654024344588445,0.024327012172294223,0.012163506086147111,0.09730804868917689,1
98,98,,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.5669467095138409,0.0,0.1889822365046136,0.0,0.0,0.0,0.7559289460184544,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
99,99,東京巨蛋,0.08900862436453899,0.20768679018392433,0.02966954145484633,0.11867816581938533,0.0,0.02966954145484633,0.02966954145484633,0.08900862436453899,0.08900862436453899,0.08900862436453899,0.0,0.11867816581938533,0.05933908290969266,0.26702587309361697,0.17801724872907798,0.0,0.0,0.05933908290969266,0.08900862436453899,0.02966954145484633,0.0,0.08900862436453899,0.0,0.02966954145484633,0.20768679018392433,0.0,0.02966954145484633,0.02966954145484633,0.8307471607356973,0.17801724872907798,1
100,100,明治神宮棒球場,0.07397267214553091,0.14794534429106182,0.0,0.22191801643659273,0.0,0.0,0.0,0.07397267214553091,0.11095900821829636,0.0,0.0,0.1849316803638273,0.0,0.1849316803638273,0.07397267214553091,0.0,0.036986336072765455,0.036986336072765455,0.0,0.14794534429106182,0.0,0.07397267214553091,0.0,0.07397267214553091,0.0,0.07397267214553091,0.0,0.036986336072765455,0.8876720657463709,0.036986336072765455,1
101,101,東京國立博物館,0.0,0.098652724733398,0.049326362366699,0.07398954355004851,0.0,0.8632113414172325,0.0,0.0,0.049326362366699,0.098652724733398,0.0,0.0246631811833495,0.0,0.0246631811833495,0.0,0.0,0.4686004424836406,0.0246631811833495,0.0,0.0,0.0,0.0246631811833495,0.0,0.049326362366699,0.0,0.0,0.0,0.0,0.0246631811833495,0.0,1
102,102,LaQua天然溫泉,0.05547001962252291,0.1386750490563073,0.05547001962252291,0.24961508830135312,0.0,0.0,0.11094003924504582,0.08320502943378437,0.22188007849009164,0.0,0.0,0.16641005886756874,0.05547001962252291,0.11094003924504582,0.05547001962252291,0.0,0.0,0.05547001962252291,0.0,0.16641005886756874,0.0,0.1386750490563073,0.027735009811261455,0.22188007849009164,0.5547001962252291,0.027735009811261455,0.027735009811261455,0.0,0.3328201177351375,0.5269651864139677,1
103,103,舊岩崎府邸庭園,0.0,0.0,0.0,0.3535533905932738,0.0,0.0,0.11785113019775793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.0,0.8249579113843055,0.0,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.3535533905932738,0.0,0.0,0.0,0.0,0.11785113019775793,0.0,1
104,104,地鐵博物館,0.07389969586232199,0.04926646390821466,0.0,0.0,0.0,0.6650972627608979,0.02463323195410733,0.0,0.29559878344928797,0.02463323195410733,0.0,0.0,0.0,0.04926646390821466,0.09853292781642932,0.0,0.14779939172464399,0.6404640308067906,0.0,0.0,0.0,0.02463323195410733,0.0,0.09853292781642932,0.0,0.07389969586232199,0.0,0.0,0.02463323195410733,0.02463323195410733,1
105,105,,0.0,0.08084520834544433,0.0,0.08084520834544433,0.0,0.16169041669088866,0.08084520834544433,0.485071250072666,0.3233808333817773,0.08084520834544433,0.08084520834544433,0.0,0.0,0.0,0.08084520834544433,0.0,0.08084520834544433,0.0,0.40422604172722165,0.0,0.0,0.0,0.0,0.0,0.6467616667635546,0.08084520834544433,0.0,0.0,0.0,0.0,1
106,106,淺草神社,0.019064245670603833,0.03812849134120767,0.019064245670603833,0.019064245670603833,0.0,0.009532122835301917,0.009532122835301917,0.08261173123928327,0.019064245670603833,0.0,0.09214385407458518,0.11756284830205696,0.02859636850590575,0.022241619949037804,0.025418994227471778,0.012709497113735889,0.07625698268241533,0.022241619949037804,0.04766061417650958,0.10803072546675505,0.9532122835301916,0.14933659108639669,0.012709497113735889,0.019064245670603833,0.08261173123928327,0.0,0.0031773742784339722,0.009532122835301917,0.07625698268241533,0.03495111706277369,1
107,107,六本木,0.04673401795420837,0.04673401795420837,0.023367008977104184,0.015578005984736121,0.0,0.08567903291604867,0.14799105685499317,0.2648261017405141,0.031156011969472243,0.015578005984736121,0.0,0.05452302094657643,0.015578005984736121,0.07010102693131255,0.07010102693131255,0.0,0.0,0.015578005984736121,0.0,0.10904604189315285,0.0,0.0,0.023367008977104184,0.0389450149618403,0.4361841675726114,0.007789002992368061,0.7399552842749658,0.015578005984736121,0.14799105685499317,0.32713812567945855,1
108,108,歌舞妓町,0.0842151921066519,0.0842151921066519,0.04210759605332595,0.0,0.0,0.0,0.04210759605332595,0.1684303842133038,0.0,0.0,0.0,0.0,0.0842151921066519,0.3368607684266076,0.0,0.0,0.0,0.0,0.0,0.0842151921066519,0.0,0.04210759605332595,0.0,0.0,0.3368607684266076,0.0,0.5895063447465633,0.0,0.12632278815997786,0.5895063447465633,1
109,109,東京椿山莊大酒店,0.05913123959890826,0.0,0.23652495839563303,0.23652495839563303,0.0,0.05913123959890826,0.0,0.0,0.0,0.0,0.0,0.0,0.23652495839563303,0.11826247919781652,0.05913123959890826,0.35478743759344955,0.35478743759344955,0.11826247919781652,0.0,0.05913123959890826,0.0,0.0,0.11826247919781652,0.05913123959890826,0.0,0.0,0.0,0.11826247919781652,0.05913123959890826,0.7095748751868991,1
110,110,水元公園,0.0,0.0,0.04637388957601683,0.9738516810963534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18549555830406733,0.0,0.0,0.0,0.04637388957601683,0.0,0.0,0.04637388957601683,0.0,0.0,0.0,0.0,0.0,0.09274777915203367,0.04637388957601683,1
111,111,,0.0,0.5773502691896258,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
112,112,深川不動堂,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1
113,113,羽田機場,0.09925833339709302,0.04962916669854651,0.29777500019127906,0.0,0.0,0.0,0.04962916669854651,0.0,0.09925833339709302,0.04962916669854651,0.0,0.09925833339709302,0.04962916669854651,0.5459208336840116,0.29777500019127906,0.0,0.04962916669854651,0.29777500019127906,0.04962916669854651,0.0,0.0,0.14888750009563953,0.19851666679418603,0.09925833339709302,0.09925833339709302,0.19851666679418603,0.0,0.09925833339709302,0.24814583349273256,0.44666250028691856,1
114,114,NHK放送主題公園,0.0,0.0,0.06772854614785964,0.5418283691828771,0.0,0.06772854614785964,0.0,0.0,0.8127425537743156,0.06772854614785964,0.0,0.0,0.06772854614785964,0.0,0.0,0.0,0.06772854614785964,0.0,0.13545709229571928,0.0,0.0,0.0,0.0,0.06772854614785964,0.0,0.0,0.0,0.0,0.0,0.0,1
115,115,東京杜莎夫人蠟像館,0.28819520885211747,0.115278083540847,0.0,0.115278083540847,0.0,0.345834250622541,0.0,0.0,0.345834250622541,0.0,0.0,0.115278083540847,0.0,0.0,0.0576390417704235,0.0,0.115278083540847,0.0,0.691668501245082,0.115278083540847,0.0,0.1729171253112705,0.0,0.0,0.28819520885211747,0.0,0.0,0.0,0.115278083540847,0.0576390417704235,1
116,116,舊芝離宮恩賜庭園,0.18372608486985015,0.0,0.0,0.688972818261938,0.0,0.0,0.04593152121746254,0.27558912730477525,0.0,0.0,0.0,0.0,0.27558912730477525,0.04593152121746254,0.13779456365238762,0.27558912730477525,0.13779456365238762,0.13779456365238762,0.2296576060873127,0.18372608486985015,0.0,0.0,0.2296576060873127,0.04593152121746254,0.04593152121746254,0.04593152121746254,0.0,0.2296576060873127,0.04593152121746254,0.04593152121746254,1
117,117,新宿哥斯拉等比頭雕,0.0,0.0,0.07071067811865475,0.0,0.0,0.07071067811865475,0.6363961030678927,0.07071067811865475,0.1414213562373095,0.0,0.0,0.0,0.0,0.07071067811865475,0.1414213562373095,0.0,0.07071067811865475,0.07071067811865475,0.6363961030678927,0.07071067811865475,0.0,0.0,0.07071067811865475,0.0,0.07071067811865475,0.1414213562373095,0.07071067811865475,0.0,0.0,0.282842712474619,1
118,118,愛宕神社,0.0,0.0,0.03061383874613135,0.0,0.0,0.0,0.0,0.0612276774922627,0.0,0.0,0.0,0.03061383874613135,0.03061383874613135,0.0,0.0612276774922627,0.09184151623839404,0.1224553549845254,0.0,0.03061383874613135,0.0,0.9796428398762032,0.0,0.03061383874613135,0.03061383874613135,0.0,0.0,0.0,0.0,0.0612276774922627,0.0,1
119,119,北之丸公園,0.019198845032223247,0.0,0.019198845032223247,0.9791410966433856,0.0,0.11519307019333948,0.0,0.038397690064446495,0.05759653509666974,0.0,0.0,0.0,0.05759653509666974,0.019198845032223247,0.0,0.09599422516111623,0.0,0.019198845032223247,0.038397690064446495,0.05759653509666974,0.05759653509666974,0.0,0.019198845032223247,0.0,0.0,0.0,0.0,0.019198845032223247,0.019198845032223247,0.0,1
120,120,三得利美術館,0.0,0.07124704998790965,0.0,0.0,0.0,0.9618351748367803,0.0,0.0,0.0,0.17811762496977412,0.0,0.035623524993954825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07124704998790965,0.17811762496977412,0.0,0.0,0.0,0.0,0.0,4
121,121,,0.0,0.07039848816958981,0.0,0.0,0.0,0.0,0.07039848816958981,0.09386465089278642,0.0,0.0,0.0,0.023466162723196606,0.0,0.0,0.023466162723196606,0.0,0.023466162723196606,0.0,0.0,0.04693232544639321,0.0,0.023466162723196606,0.04693232544639321,0.0,0.9621126716510607,0.0,0.04693232544639321,0.0,0.16426313906237622,0.14079697633917962,4
122,122,下町風俗資料館,0.027511360334219023,0.009170453444739674,0.06419317411317772,0.23843178956323152,0.0,0.8803635306950087,0.009170453444739674,0.0733636275579174,0.08253408100265706,0.13755680167109513,0.0,0.0,0.0,0.0366818137789587,0.08253408100265706,0.0,0.12838634822635545,0.0,0.08253408100265706,0.055022720668438045,0.009170453444739674,0.0,0.0,0.31179541712114894,0.0,0.009170453444739674,0.009170453444739674,0.0,0.0,0.0,4
123,123,都電荒川縣（東京櫻花路面電車）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
124,124,上野東照宮,0.0,0.034806157057638704,0.034806157057638704,0.6265108270374966,0.16242873293564727,0.06961231411527741,0.0,0.046408209410184934,0.0,0.0,0.0,0.011602052352546233,0.023204104705092467,0.023204104705092467,0.06961231411527741,0.05801026176273117,0.08121436646782364,0.011602052352546233,0.046408209410184934,0.011602052352546233,0.7425313505629589,0.011602052352546233,0.0,0.023204104705092467,0.0,0.011602052352546233,0.0,0.023204104705092467,0.0,0.023204104705092467,4
125,125,陽光國際水族館,0.12777531299998798,0.25555062599997597,0.0,0.06388765649999399,0.0,0.0,0.09583148474999098,0.0,0.5430450802499489,0.22360679774997896,0.0,0.15971914124998496,0.06388765649999399,0.031943828249996996,0.15971914124998496,0.0,0.031943828249996996,0.0,0.06388765649999399,0.09583148474999098,0.0,0.28749445424997294,0.031943828249996996,0.06388765649999399,0.6069327367499429,0.12777531299998798,0.0,0.0,0.12777531299998798,0.031943828249996996,4
126,126,,0.031098520678556146,0.09329556203566844,0.031098520678556146,0.0,0.0,0.031098520678556146,0.9018570996781282,0.031098520678556146,0.0,0.031098520678556146,0.0,0.0,0.0,0.0,0.0,0.0,0.06219704135711229,0.0,0.4042807688212299,0.0,0.0,0.031098520678556146,0.0,0.031098520678556146,0.06219704135711229,0.0,0.0,0.0,0.0,0.0,4
127,127,,0.0,0.0,0.0,0.8603090020146066,0.0,0.2867696673382022,0.0,0.11470786693528087,0.22941573387056174,0.0,0.0,0.057353933467640436,0.0,0.0,0.0,0.2867696673382022,0.0,0.11470786693528087,0.0,0.057353933467640436,0.0,0.0,0.057353933467640436,0.0,0.0,0.057353933467640436,0.0,0.0,0.057353933467640436,0.0,4
128,128,惠比壽花園廣場,0.03880752628531664,0.07761505257063328,0.15523010514126656,0.0,0.0,0.34926773656784976,0.2716526839972165,0.07761505257063328,0.0,0.0,0.03880752628531664,0.1940376314265832,0.03880752628531664,0.07761505257063328,0.11642257885594992,0.0,0.0,0.15523010514126656,0.03880752628531664,0.23284515771189984,0.0,0.0,0.0,0.0,0.5044978417091164,0.07761505257063328,0.11642257885594992,0.15523010514126656,0.2716526839972165,0.5044978417091164,4
129,129,高島屋時代廣場,0.02743073910242014,0.02743073910242014,0.02743073910242014,0.0,0.0,0.0,0.02743073910242014,0.0,0.02743073910242014,0.0,0.02743073910242014,0.02743073910242014,0.0,0.05486147820484028,0.08229221730726043,0.0,0.0,0.08229221730726043,0.0,0.0,0.0,0.02743073910242014,0.0,0.0,0.7954914339701841,0.21944591281936113,0.0,0.0,0.4114610865363021,0.3565996083314618,4
130,130,江戶川區自然動物園,0.0,0.0,0.3544406025041679,0.2835524820033343,0.850657446010003,0.0,0.0,0.21266436150250076,0.14177624100166716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07088812050083358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
131,131,築地本願寺,0.0,0.0,0.20035597773644498,0.03082399657483769,0.0,0.015411998287418845,0.0,0.015411998287418845,0.015411998287418845,0.0,0.9401318955325495,0.0,0.03082399657483769,0.03082399657483769,0.07705999143709423,0.0,0.20035597773644498,0.03082399657483769,0.1387079845867696,0.03082399657483769,0.06164799314967538,0.0,0.0,0.03082399657483769,0.0,0.015411998287418845,0.0,0.0,0.0,0.015411998287418845,4
132,132,,0.1732050807568877,0.5196152422706631,0.0,0.0,0.0,0.0,0.0,0.1732050807568877,0.0,0.0,0.11547005383792514,0.05773502691896257,0.0,0.11547005383792514,0.1732050807568877,0.05773502691896257,0.0,0.46188021535170054,0.0,0.05773502691896257,0.0,0.1732050807568877,0.0,0.11547005383792514,0.3464101615137754,0.46188021535170054,0.0,0.0,0.0,0.11547005383792514,4
133,133,澀谷貓街,0.06180642325727469,0.18541926977182407,0.0,0.02060214108575823,0.0,0.0,0.45324710388668105,0.08240856434303293,0.0,0.02060214108575823,0.06180642325727469,0.08240856434303293,0.45324710388668105,0.06180642325727469,0.0,0.0,0.0,0.02060214108575823,0.02060214108575823,0.04120428217151646,0.02060214108575823,0.0,0.0,0.0,0.721074938001538,0.02060214108575823,0.0,0.0,0.04120428217151646,0.06180642325727469,4
134,134,東京21_21Design,0.0,0.0,0.2643274401820359,0.3304093002275449,0.0,0.5286548803640718,0.0,0.06608186004550898,0.0,0.7269004605005988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06608186004550898,0.0,0.0,0.0,0.0,0.0,0.0,0.06608186004550898,0.0,0.0,0.0,0.0,0.0,4
135,135,神保町二手書街,0.23570226039551584,0.15713484026367722,0.07856742013183861,0.0,0.0,0.0,0.7071067811865476,0.3928371006591931,0.0,0.0,0.07856742013183861,0.0,0.15713484026367722,0.0,0.07856742013183861,0.0,0.0,0.0,0.15713484026367722,0.15713484026367722,0.07856742013183861,0.0,0.0,0.23570226039551584,0.07856742013183861,0.0,0.07856742013183861,0.0,0.0,0.31426968052735443,4
136,136,朝倉雕塑館,0.07001400420140048,0.0,0.0,0.0,0.0,0.9801960588196068,0.0,0.0,0.0,0.07001400420140048,0.0,0.0,0.07001400420140048,0.0,0.07001400420140048,0.0,0.07001400420140048,0.0,0.07001400420140048,0.0,0.0,0.0,0.0,0.07001400420140048,0.07001400420140048,0.0,0.0,0.0,0.0,0.0,4
137,137,,0.1439631501497389,0.19195086686631854,0.047987716716579636,0.0,0.0,0.047987716716579636,0.11996929179144909,0.07198157507486945,0.047987716716579636,0.0,0.0,0.047987716716579636,0.09597543343315927,0.023993858358289818,0.09597543343315927,0.023993858358289818,0.09597543343315927,0.023993858358289818,0.11996929179144909,0.023993858358289818,0.047987716716579636,0.0,0.5998464589572454,0.047987716716579636,0.0,0.0,0.45588330880750655,0.3839017337326371,0.33591401701605744,0.19195086686631854,4
138,138,,0.041415768328129106,0.041415768328129106,0.12424730498438732,0.4555734516094202,0.0,0.0,0.08283153665625821,0.041415768328129106,0.0,0.0,0.0,0.16566307331251642,0.24849460996877465,0.0,0.041415768328129106,0.12424730498438732,0.12424730498438732,0.08283153665625821,0.08283153665625821,0.0,0.7868995982344531,0.0,0.0,0.041415768328129106,0.041415768328129106,0.0,0.0,0.08283153665625821,0.0,0.0,4
139,139,東京司教座聖瑪利亞大教堂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164965809277261,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
