0,displayPrice,label,name,rating,合住房間,整個房源,獨立房間,飯店房間
,692.0,2.0,Near Asakusa&Skytree! Female Dorm with SkyLounge,4.76,1.0,0.0,0.0,0.0
,605.0,0.0,2F5【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,0.0,0.0,0.0,0.0,1.0
,605.0,0.0,4F23【仅限男性•临近浴室】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎!,5.0,0.0,0.0,0.0,1.0
,2593.0,1.0,"New!! 5min walk to Sta/Roppongi 6min,Shibuya 5min",4.75,0.0,1.0,0.0,0.0
,1239.0,2.0,"东京站·皇宫·央行步行10分，银座·歌舞伎座·筑地·秋叶原步行圈内,浅草·涉谷·10分车#303",4.66,0.0,0.0,1.0,0.0
,692.0,1.0,#902 Haneda & Shinagawa 6min / Free Pocket Wi-Fi,4.57,0.0,1.0,0.0,0.0
,1008.0,2.0,2分钟步行到电车。电车:20分上野。25分东京。35分新宿。30分池袋。独立式屋子。房间B,4.83,0.0,0.0,1.0,0.0
,576.0,0.0,"1 bed use in a shared mix dormitory, obi Hostel",4.64,0.0,0.0,0.0,1.0
,2593.0,1.0,"有人家小岩2號公寓503, 徒步1分鐘到車站，到浅草14分鐘，直达成田機場",4.25,0.0,1.0,0.0,0.0
,519.0,2.0,【4 minutes walk from Kuramae station】  Dormitory room (Wi-Fi · Kitchen),4.91,1.0,0.0,0.0,0.0
,2305.0,1.0,G4: 新宿エリア10分 、6人名宿泊可能、広々2部屋,4.6,0.0,1.0,0.0,0.0
,519.0,2.0,【4 minutes walk from Kuramae station】  Dormitory room (Wi-Fi · Kitchen),4.91,1.0,0.0,0.0,0.0
,2305.0,1.0,G4: 新宿エリア10分 、6人名宿泊可能、広々2部屋,4.6,0.0,1.0,0.0,0.0
,2017.0,1.0,【惠比寿302】全新独立一居室榻榻米/周边繁华酒吧、咖啡店鳞次栉比,4.67,0.0,1.0,0.0,0.0
,3112.0,1.0,【hiii】夕照★70㎡★10分鐘步行到淺草寺★天空樹線淺草站/雷門·晴空塔·秋葉原-NRT003,4.38,0.0,1.0,0.0,0.0
,1441.0,1.0,6分钟到车站*新宿舒适房 设施完备，出行方便 地理位置优越 提供免费Wi-Fi#501,5.0,0.0,1.0,0.0,0.0
,1297.0,1.0,美食购物繁华商区执照正式酒店独立卫浴双人间位于C1出口一分钟东京心脏地区池袋！,3.89,0.0,1.0,0.0,0.0
,576.0,2.0,"Opening Campaign! Cozy Mixed Dorm, Free Wi-Fi",4.44,1.0,0.0,0.0,0.0
,951.0,2.0,7分钟步行可到中野新桥站 精致和风双人房 daib09,3.0,0.0,0.0,1.0,0.0
,864.0,2.0,M7）在招待所的男性宿舍新宿,4.36,0.0,0.0,1.0,0.0
,605.0,0.0,2F11【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,5.0,0.0,0.0,0.0,1.0
,2737.0,1.0,Nearly Shinjuku double Sunshine rooms house,4.7,0.0,1.0,0.0,0.0
,1198.0,1.0,"Reasonable, Private family Room / Free WiFi",5.0,0.0,1.0,0.0,0.0
,2017.0,1.0,1分钟到车站 舒适&便捷 公寓☆提供免费便携式WIFI 交通便捷#102,4.45,0.0,1.0,0.0,0.0
,1729.0,2.0,J STAY GUEST HOUSE 302号室,4.94,0.0,0.0,1.0,0.0
,922.0,0.0,Dormitory for Male 新宿(Shinjuku) HATAGOYA 男性専用,4.19,0.0,0.0,0.0,1.0
,2028.0,1.0,IR401车站步行2分钟 直达东京/新宿/银座/六本木/上野/秋叶原/涉谷,4.0,0.0,1.0,0.0,0.0
,576.0,0.0,【男士專用】Grandouce蒲田☆2018年新建/羽田機場交通便利/洗漱用品＃203,4.67,0.0,0.0,0.0,1.0
,2996.0,1.0,HOTEL Miya Ginzahigashi　801,4.92,0.0,1.0,0.0,0.0
,2593.0,1.0,Akari 42 上野UENO浅草 ASAKUSA地理位置方便安靜住宅區獨立單間雙床追加床位可,4.53,0.0,1.0,0.0,0.0
,1729.0,1.0,Newly Built APT Near SKYTREE Free Pocket WiFi3-1,4.79,0.0,1.0,0.0,0.0
,864.0,0.0,#302 私人房间。可住 4人。7 分钟可达车站。,4.62,0.0,0.0,0.0,1.0
,2549.0,0.0,SPECIALRATE-MANGA HOTEL[2BEDS] 4Stations・Locker,5.0,0.0,0.0,0.0,1.0
,1116.0,2.0,2BunkBeds use Mix Dormitory Asakusa Ueno,4.64,1.0,0.0,0.0,0.0
,1124.0,2.0,Grandouce六鄉土手☆2017年新建/帶鎖單間/機場15分鐘/免費WIFI/洗漱用品,4.49,0.0,0.0,1.0,0.0
,864.0,2.0,M1）在招待所的男性宿舍新宿,4.0,0.0,0.0,1.0,0.0
,1152.0,1.0,2 min by train to Shinjuku Sta！4 ppl can stay!,4.6,0.0,1.0,0.0,0.0
,1441.0,1.0,"Cozy Studio APT w/Loft in SHINJUKU, Free WiFi 1C",4.26,0.0,1.0,0.0,0.0
,2593.0,1.0,2 居室公寓，步行可到山手线和东京塔，提供免费 WiFi,4.5,0.0,1.0,0.0,0.0
,634.0,2.0,[男性專用]Grandouce 大鳥居Ⅰ☆4min 到羽田#102,4.63,0.0,0.0,1.0,0.0
,1121.0,1.0,位于新宿市中心 ，直达渋谷池袋、位置绝佳，  购物便利  免费 Wi-Fi,4.82,0.0,1.0,0.0,0.0
,3457.0,1.0,池袋| 1分鐘| JR＆Metro | MAX7 | WIFI | OVM301,5.0,0.0,1.0,0.0,0.0
,573.0,0.0,TOKYO-W-INN Asakusa　Bunk Bed in Mixed Dormitory,4.8,0.0,0.0,0.0,1.0
,4653.0,0.0,Hotel Arcsens Brand new Type-A,5.0,0.0,0.0,0.0,1.0
,1383.0,0.0,23. 秋叶原，涩谷，原宿，新宿，上野，浅草等，想去哪里都可1条线直达(混合宿舍),4.85,0.0,0.0,0.0,1.0
,1916.0,1.0,池袋站徒步仅需5分钟!大人气!最多可容纳团体7人!免费WIFI☆AS312,3.62,0.0,1.0,0.0,0.0
,1383.0,2.0,SH13 JR车站步行8分钟，新宿区山手线温馨小屋,3.75,0.0,0.0,1.0,0.0
,1916.0,1.0,池袋站徒步仅需5分钟!大人气!最多可容纳团体7人!免费WIFI☆AS312,3.62,0.0,1.0,0.0,0.0
,1383.0,2.0,SH13 JR车站步行8分钟，新宿区山手线温馨小屋,3.75,0.0,0.0,1.0,0.0
,1441.0,2.0,NEW OPEN  senso-ji 雷门浅草寺近在咫尺 浅草站1分钟female only橘の間,4.82,0.0,0.0,1.0,0.0
,1527.0,1.0,1BR  Nr Roppongi/Direct to Shinjuku &Shibuya-FF179,4.48,0.0,1.0,0.0,0.0
,1585.0,1.0,上野商圈清新公寓2F/新宿-上野-银座可直达/免费WIFI #1-FJP-20,4.0,0.0,1.0,0.0,0.0
,1959.0,1.0,新宿電車2分鐘直達★星星套房活力牡羊104,4.05,0.0,1.0,0.0,0.0
,576.0,0.0,【男性專用】Grandouce蒲田1/2018新裝修/到羽田機場交通方便/洗漱用品/202,4.8,0.0,0.0,0.0,1.0
,2420.0,1.0,AS932 Special sale ASAKUSA 3 rooms !,4.56,0.0,1.0,0.0,0.0
,1815.0,1.0,【西新宿2302】距地铁站步行5分钟，美式大床房、周边便利、全新温馨独享整套房源！,0.0,0.0,1.0,0.0,0.0
,1441.0,1.0,ディズニーリゾート  幕張メッセ   pocket wifi 完備 Cawaiiお部屋誕生,4.92,0.0,1.0,0.0,0.0
,1095.0,2.0,Cozy&Convenient& Close to Ikebukuro 池袋附近超方便舒适公寓201,5.0,0.0,0.0,1.0,0.0
,2305.0,1.0,駒込卡拉蜂公寓,4.6,0.0,1.0,0.0,0.0
,605.0,0.0,5F3【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,5.0,0.0,0.0,0.0,1.0
,403.0,2.0,NEW OPEN!!（宿舍）4分钟到Sta.14分钟东京站,4.22,1.0,0.0,0.0,0.0
,3457.0,1.0,大塚6F · JR山手线大塚徒步一分钟，2室一厅 精品公寓 FCN-8,5.0,0.0,1.0,0.0,0.0
,3169.0,1.0,Free Wi-Fi♪别墅房!宠物可!東京晴空塔東京晴空塔,4.49,0.0,1.0,0.0,0.0
,2996.0,1.0,HOTEL Miya Ginzahigashi 701,5.0,0.0,1.0,0.0,0.0
,2017.0,1.0,上野下谷商圈清新公寓5F/新宿-上野-银座可直达/免费WIFI #4-FJP-23,0.0,0.0,1.0,0.0,0.0
,2017.0,1.0,上野下谷商圈清新公寓5F/新宿-上野-银座可直达/免费WIFI #4-FJP-23,0.0,0.0,1.0,0.0,0.0
,576.0,0.0,【男性專用】Grandouce蒲田1/2018新裝修/到羽田機場交通方便/洗漱用品/108室,4.71,0.0,0.0,0.0,1.0
,1873.0,1.0,徒步3分至大久保站，20分鐘至新宿/涉谷/池袋等★星星套房魅力天蠍204,4.58,0.0,1.0,0.0,0.0
,1441.0,1.0,HK203 7分钟到车站/晴空树10分钟/无线网/4人,5.0,0.0,1.0,0.0,0.0
,1008.0,1.0,新開業 18分鐘到達新宿，2分鐘徒步到井荻車,4.38,0.0,1.0,0.0,0.0
,951.0,1.0,幕張メッセに便利。JR八幡宿駅徒歩6分,4.0,0.0,1.0,0.0,0.0
,3746.0,1.0,【重新開始】1分鐘就能到達新宿！不用轉車！!,4.61,0.0,1.0,0.0,0.0
,2259.0,0.0,Spatium1F·金秋九月·東京·房间25㎡ 徒歩至「銀座/築地」商旅首选，免費WIFI&寄存行李,4.84,0.0,0.0,0.0,1.0
,3976.0,1.0,Shibuya sta 9 min on foot Max 9 ppl,4.87,0.0,1.0,0.0,0.0
,692.0,0.0,19. 从T - CAT步行2分钟，从水天宫站步行3分钟，从浜町站步行8分钟(混合宿舍),4.61,0.0,0.0,0.0,1.0
,3169.0,1.0,[新开放！]东京湾迪士尼！最多8人可以入住！,4.33,0.0,1.0,0.0,0.0
,1239.0,2.0,Wooden house near Tokyo Disney Resort 2,4.9,0.0,0.0,1.0,0.0
,1441.0,1.0,距离新宿乘车9分钟/池袋繁华区域/温馨时尚1居可住2-3人/适合1个小家庭/机场大巴直达,4.6,0.0,1.0,0.0,0.0
,3838.0,1.0,! NEW!距池袋僅一站！距車站徒步4分鐘！出租新建獨幢住宅！最多可容納12人入住！,4.86,0.0,1.0,0.0,0.0
,1441.0,1.0,"Cozy Studio APT w/Loft in SHINJUKU, Free WiFi 1B",4.37,0.0,1.0,0.0,0.0
,1729.0,1.0,"快適Beach House ""VILLENT九十九里ARROW"" 戸建3LDK(8名) /海徒歩５分",4.53,0.0,1.0,0.0,0.0
,1152.0,1.0,Kameari Cozy Good View Room Tokyo,4.75,0.0,1.0,0.0,0.0
,576.0,2.0,A new guest house near Ryogoku Sta.,5.0,1.0,0.0,0.0,0.0
Japanese-Style Economy Single Room w Shared Bath,,,,,,,,
New APT w/loft up to 1 Near Ikebukuro FreeWiFi,,,,,,,,
SKY Hostels 両国 302号室(セミダブルベッド),,,,,,,,
[Mixed Dormitory]5mins from Shintomicho Sta.on foot/Strolling around Ginza&Tsukiji/6Pax/FreeWifi,,,,,,,,
【5 minutes on foot from Akihabara station】Dormitory Room male Only(Non smoking),,,,,,,,
上野駅から徒歩10分、稲荷町駅2分、アメ横・浅草寺も徒歩圏内！個室のお部屋です【スタンダードダブルA】,,,,,,,,
東新宿站3分/歌舞伎町/黃金小巷至近！3層一戶建*9人OK,,,,,,,,
"LADY's dorm OLD TOKYO ASAKUSA！
1min to 24/7 market",,,,,,,,
501 室内外全新 新宿区独立高档楼房 车站1分 免费wifi,,,,,,,,
新宿/徒步歌舞伎町/10分钟内直达涩谷池袋/位置便利周边繁华,,,,,,,,
New Clean Flat :Easy Access to Shibuya :FreeWifi ❸,,,,,,,,
LICENSED SHINJUKU APARTMENT: 2 mins from metro,,,,,,,,
On Sale!  Cozy Room central Shinjuku Room 205,,,,,,,,
DM10）SHINJUKU中心*免费口袋WIfi *,,,,,,,,
徒步6分钟到车站。临近秋叶原！！地理位置优越，设施齐全/304,,,,,,,,
Rest & Fun before or after your flight From NRT,,,,,,,,
On Sale!  Cozy Room central Shinjuku Room 207,,,,,,,,
地理位置优越!步行3分钟到车站 15分钟到东京塔!20分钟直达羽田机场!屋内设施齐全#203,,,,,,,,
SKY Hostels 両国 305号室(ダブルベッド),,,,,,,,
Tokyo BEST TOWN LANDSCAPE DEVELOPMENT AWARD winner,,,,,,,,
2F19【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,,,,,,,,
New open! Happy House E-1☆Shinjuku☆3 min station☆,,,,,,,,
☆LIGHTNING HOTEL ASAKUSA☆Capsule Room For men,,,,,,,,
NEW OPEN!!（宿舍）4分钟到Sta.14分钟东京站,,,,,,,,
NEW OPEN!!（宿舍）4分钟到Sta.14分钟东京站,,,,,,,,
徒步6分钟到车站。临近秋叶原！！地理位置优越，设施齐全/401,,,,,,,,
On Sale! Cozy Room central Shinjuku Room 206,,,,,,,,
10 min Asakusa Sta.!!/Nearly Asakusa & Ueno/#303,,,,,,,,
"NEW OPEN! Asakusa Hotel, Sensoji 15min walk! Max2",,,,,,,,
[503]２室1厅两国站附近/浅草晴空塔交通便利/移动wifi/已取得营业许可!　,,,,,,,,
有人家小岩1號公寓301，電車直達秋葉原,,,,,,,,
"New design capsule hotel (co-ed, no lock)",,,,,,,,
"SHIMOKITA HOSTEL SI Shibuya3min, Shinjuku8min",,,,,,,,
有人家神田旅館，1站路到東京站 KD501,,,,,,,,
Single Pod @ 1 min from Asakusa Sta.,,,,,,,,
临近浅草，上野/9分钟到车站/干净舒适/免费WIFI#202,,,,,,,,
2mins to Station! BEST Location in Tokyo,,,,,,,,
從赤坂見附站步行1分鐘,,,,,,,,
Lucky Hostel in Shinjuku 6,,,,,,,,
Wise Owl Hostels Shibuya ドミトリールーム　男女共用　二段ベッド1名分,,,,,,,,
#103 NEW! Near Disney /Poket Wi-Fi/Max 3 people,,,,,,,,
☆LIGHTNING HOTEL ASAKUSA☆Capsule Room For women,,,,,,,,
2F8【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,,,,,,,,
"New design capsule hotel (co-ed, no lock)",,,,,,,,
New! 横浜・関内・桜木町・中華街・みなとみらい地区 駅から徒歩3分、3線路利用可能！2F、自炊可,,,,,,,,
"[c2]直達新宿池袋上野東京等站,人氣山手線駒込站3分,安靜衛生,可24H入住",,,,,,,,
"Port House Shibuya
(Double room1)",,,,,,,,
【男士專用】Grandouce蒲田☆2018年新建/羽田機場交通便利/洗漱用品＃206,,,,,,,,
NEW OPEN!!（宿舍）4分钟到Sta.14分钟东京站,,,,,,,,
Syouryu-Itabashi202,,,,,,,,
single room,,,,,,,,
101全新温馨独立房间。5分钟步行到秋叶原上野。免费Wi-Fi。附近大量餐厅购物出行方便,,,,,,,,
BookTeaBed Azabu-Juban HONDANA STYLE01,,,,,,,,
临近天空树 全新&舒适空间 提供免费WIFI ！#401,,,,,,,,
东京站/日本桥/皇宫/室町/人形町/ #402,,,,,,,,
"有人家田端公寓302,地鐵4分鐘到上野",,,,,,,,
DM9）SHINJUKU中心*免费口袋WIfi *,,,,,,,,
TOP EDGE HOUSE 103,,,,,,,,
Lucky Hostel in Shinjuku 8,,,,,,,,
临近浅草/上野/6分钟直达入谷站/提供免费WIFI/最大可住4人#203,,,,,,,,
Juyoh Hotel Single Room with High-Bed and Shared B,,,,,,,,
➳最寄り駅徒歩４分に新築物件♔ インテリアにこだわった大人落ち着くブルックリンスタイル♔上野501,,,,,,,,
"Port House Shibuya
(Double room2)",,,,,,,,
*3 Cozy home hotel[ 淺草的緣酒店]淺草上野地區，入住2-3人，免費網絡，高級衛浴,,,,,,,,
3F15【仅限男性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,,,,,,,,
"New design capsule hotel (female only, no lock)",,,,,,,,
"新宿附近!免费 Wifi,舒适公寓!",,,,,,,,
Narita&Tokyo good access / Sunsun house 2 beds,,,,,,,,
3分钟到车站！提供免费WIFI/交通便捷 设施齐全#107,,,,,,,,
▼开业促销▼新宿站1分钟/ Wifi 24,,,,,,,,
东京|饭店，宿舍，膠囊|上野，浅草，秋叶原区域|银座线浅草站5分|Dormitory,,,,,,,,
Women’s floor!☆Guest house☆Ryoma Ikebukuro,,,,,,,,
New Open!! Asakusa Area Dormitory Mika House (3),,,,,,,,
5F8【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,,,,,,,,
东京|饭店，宿舍，膠囊|很方便去银座，新宿，成田，羽田|Dormitory,,,,,,,,
SL401/4分钟上野/ 2间卧室/最多8人/ 40％折扣！,,,,,,,,
New open! Happy House B-2☆Shinjuku☆3 min station☆,,,,,,,,
"Gallery Stay DENCHI ""Private room""",,,,,,,,
Newly Built APT Near SKYTREE Free Pocket WiFi4-2,,,,,,,,
江戸町家の宿　両国庵201,,,,,,,,
From Okachimachi walk for 3 mins/Ueno 8 mins,,,,,,,,
田地客房（限 1 人）,,,,,,,,
"Hotel Yuyukan Center of Kabukicho, Shinjuku",,,,,,,,
"上野旅馆Siesta(女性专用/男性专用）(四分钟步行到御徒町站,邻站有秋叶原和上野)",,,,,,,,
"Port House Shibuya
(Twin room1)",,,,,,,,
"New design capsule hotel (female only, no lock)",,,,,,,,
New open! Happy House A-1☆Shinjuku☆3 min station☆,,,,,,,,
男女混合ドミトリー 築１００年のゲストハウスtoco.,,,,,,,,
"#1新宿 3分钟 JR车站,客房 A房间",,,,,,,,
TOKYO-W-INN Asakusa　Bunk Bed 8-Bed Mixed Dormitory,,,,,,,,
TOKYO-W-INN Asakusa　Bunk Bed 8-Bed Mixed Dormitory,,,,,,,,
Tokyo Spa Room,,,,,,,,
"三越百货店日本桥本店,日本中央银行!三井室町COREDO购物中心近在眼前!#302",,,,,,,,
3分钟到车站！5分钟直达池袋！舒适安心公寓#203,,,,,,,,
銀座，築地和歌舞伎座都很近！ Wi-Fi免費★適合女性,,,,,,,,
"7km from Haneda Airport,one bedroom(101)",,,,,,,,
Oak Hostel Cabin　Mixed Capsule Room,,,,,,,,
New APT w/loft up to 2 Near Ikebukuro FreeWiFi,,,,,,,,
#2 Cozy home APT.上野 淺草寺步行便利，入谷車站5分最大可住6人。溫馨的家,,,,,,,,
"UP to 6PPL, 5mins Shinagawa, Free Pocket WiFi",,,,,,,,
东京深度游/晴空塔浅草寺商店街/交通方便/免费自行车/免费高速WiFi/体验本地生活,,,,,,,,
"SHIMOKITA HOSTEL BU Shibuya3min, Shinjuku8min,",,,,,,,,
Japanese-Style Standard Single Room with TV,,,,,,,,
"OLD TOKYO ASAKUSA AREA
private TATAMI ROOM",,,,,,,,
上野駅から徒歩10分、稲荷町駅2分、アメ横・浅草寺も徒歩圏内！個室のお部屋です【シングルルーム】,,,,,,,,
"New design capsule hotel (male only, no lock)",,,,,,,,
New open! Happy House C-1☆Shinjuku☆3 min station☆,,,,,,,,
32 Spacious Homely Apt. Shinjuku-Shibuya 5PAX,,,,,,,,
7分钟步行可到中野新桥站 精致和风双人房 daib10,,,,,,,,
KO201）浅草站徒步7分钟/WIFI免费/浅草/雷门,,,,,,,,
SL201/4分钟上野/ 2间卧室/最多8人/ 40％折扣！,,,,,,,,
"新宿商圈徒步，1室一厅，山手线直达涩谷原宿,6人最大入住，免费随身WIFI#4 FCN-4",,,,,,,,
M1▶︎交通アクセス抜群のホステル！男性限定◀︎小川町／淡路町／新御茶ノ水／御茶ノ水／秋葉原／神田,,,,,,,,
Private room/heart of Tokyo/Ikebykuro 5mins/203,,,,,,,,
10min to Narita Station - 12min to Narita Airport,,,,,,,,
2F13【仅限女性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,,,,,,,,
My apartment is comfortable Located a 4-minute wal,,,,,,,,
Secretbase@Best location ASAKUSA near Sta FreeWIFI,,,,,,,,
♪欢迎长期住宿♪最多可容纳3名★免费WIFI★,,,,,,,,
江戸町家の宿　両国庵301,,,,,,,,
☆开业折扣☆乘坐电车5分钟到达新宿，从东中野车站步行1分钟，新装建筑101,,,,,,,,
10. 时尚舒适的旅馆，以满足世界各地的客人。(混合宿舍),,,,,,,,
FF192 10min walk to Shinjuku sta/P-WiFi/3pax!,,,,,,,,
銀座，築地和歌舞伎座都很近！ Wi-Fi免費★男士,,,,,,,,
102 Shinjuku on foot! FreePocketWifi! 新宿/渋谷 西新宿5丁目,,,,,,,,
月租公寓＃3室1廳好房#車站徒步4分新宿好位置!原宿涉谷上野多個地方直達#免費Wifi#8人,,,,,,,,
New open! Happy House A-2☆Shinjuku☆3 min station☆,,,,,,,,
SL801/4分钟上野/ 2间卧室/最多8人/ 40％折扣！,,,,,,,,
步行7分钟到中野新桥站 美食美酒美宿都不可辜负daia03,,,,,,,,
"SHIMOKITA HOSTEL Do Shibuya3min, Shinjuku8min",,,,,,,,
"浅草,秋叶原电车2分钟，车站5分钟，3层民居92㎡",,,,,,,,
Oak Hostel Cabin　Capsule Room for Female,,,,,,,,
15. 1条线直达天空树，浅草，秋叶原，原宿，涩谷，上野，银座，新宿等地(混合宿舍),,,,,,,,
距车站步行6分钟&天空树！！免费WIFI/最大可住3人，设施齐全/302,,,,,,,,
103全新温馨独立房间，步行5分钟到秋叶原上野。免费Wi-Fi。附近大量餐厅购物出行方便,,,,,,,,
"NEW OPEN! Asakusa Hotel, Sensoji 15min walk! Max3",,,,,,,,
Private apt/Ginza/direct to airport/1 min to stat.,,,,,,,,
Secretbase@CentralTokyoAsakusa 4mins Sta. FreeWIFI,,,,,,,,
[已经得到允许的公寓]从车站步行4分钟/最多可住 3人/方便快捷到达新宿＃103,,,,,,,,
【男士專用】Grandouce蒲田☆2018年新建/羽田機場交通便利/洗漱用品＃208,,,,,,,,
大塚駅から2分の徒歩範囲内、シングルベッドの個室。,,,,,,,,
5F20【仅限女性•临近浴室】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎!,,,,,,,,
Mix Dormitory with shared shower and toilet,,,,,,,,
Shinjuku10min by train new apartment Max 5 ppl 303,,,,,,,,
KOTOWASO 2,,,,,,,,
34★COZY ROOM CENTRAL TOKYO.JR IKEBUKURO 5 MIN WALK,,,,,,,,
靠近中野新桥站 经济型/背包客/说走就走 daib05,,,,,,,,
4F3【仅限男性】地处上野 距车站步行5分钟！！提供免费WIFI 背包客大欢迎,,,,,,,,
Central of TOKYO!! Close to train Sta 5-1h,,,,,,,,
[Planetyze hostel] 10人男女混合宿舍房,,,,,,,,
Secretbase@BestlocationAsakusa near Sta. FreeWIFI,,,,,,,,
IR302车站步行2分钟 直达东京/新宿/银座/六本木/上野/秋叶原/涉谷,,,,,,,,
SPECIALRATE-MANGA HOTEL[Double] 4Stations・Locker,,,,,,,,
有人家神田旅館，1站路到東京站 KD302,,,,,,,,
▼新开业▼ 步行5分钟即可到达歌舞伎町♪交通便利/ 11人住宿/无线网络/ 3 A,,,,,,,,
A1+【TOKYO SHITAMACHI】IRIYA /2 DBL BED for 4 /WIFI,,,,,,,,
【NEW】靠近池袋，2LDK，Wifi，【中文】【日本語】OK!!!,,,,,,,,
JR四谷4分鐘|新宿| 最多12人|免費WIFI | Oval Tokyo Yotsuya|601,,,,,,,,
SL701/4分钟上野/ 2间卧室/最多8人/ 40％折扣！,,,,,,,,
Free pickup!Narita Airport・Station・Hot spring☆B&B,,,,,,,,
20. 可以直达两个机场，旅程开始时的舒适空间。(混合宿舍),,,,,,,,
最新公开！【位于六本木的居家小屋】*配有家庭影院,,,,,,,,
最新公开！【位于六本木的居家小屋】*配有家庭影院,,,,,,,,
A101【NEW OPEN】2 min to Shinjuku Sta.by train !,,,,,,,,
LK701 【浅草附近】步行7分钟车站/5人/免费网络/浅草，秋叶原，两国直达。,,,,,,,,
NEW OPEN SALE！Room201：带和风茶室、眺望sky tree绝景,,,,,,,,
有人家神田旅館，1站路到東京站 KD402,,,,,,,,
47★GOOD ACCESS IKEBUKURO/SHINJUKU/SHIBUYA/UENO/etc,,,,,,,,
【6名様まで宿泊可能】成田空港から京成線直通♦︎洗濯機キッチン完備のレジデンスホテル,,,,,,,,
Easy access to Narita Airport&Near the station!,,,,,,,,
兩國國技館相撲巡禮/錦糸町/wifi/4人/自行車2台,,,,,,,,
"#201Kinshi-cho(City permits)Near Sky Tree,Asakusa",,,,,,,,
Shinjuku 15mins! 10ppl! great night view!!,,,,,,,,
上野下谷商圈清新公寓4F/新宿-上野-银座可直达/免费WIFI #3-FJP-22,,,,,,,,
lady's  dorm tokyo Asakusa 1 min to 24/7 market,,,,,,,,
東京·金秋九月2F【全新】豪華大空間35㎡套間，徒歩至「銀座/築地」，提供固定&口袋WI-FI！,,,,,,,,
両国站2分★秋葉原站3分★浅草，晴空塔徒步可★９,,,,,,,,
KEY HOTEL Akiba 401,,,,,,,,
SKY Hostels 両国 301号室(セミダブルベッド),,,,,,,,
"0清潔費!繁華而不喧嘩的商業區位置、新裝半價折扣!湯島車站僅2分,步行上野站禦徒町站上野公園7分!",,,,,,,,
Airport pick-up service&Asakusa New house No3,,,,,,,,
"有人家小岩2號公寓502, 徒步1分鐘到車站，到浅草14分鐘，直达成田機場",,,,,,,,
+8 Cozy home hotel[ 淺草的緣酒店]淺草上野地區，入住2-3人，免費網絡，高級衛浴,,,,,,,,
FF304 10min walk to Shinjuku sta/P-WiFi/3pax!,,,,,,,,
*2  Moonoka hotel[ 莫诺卡酒店]銀座築地步行，可入住5人，免費網絡高級衛浴,,,,,,,,
OPENING CAMPAIGN！ Mixed　Dormitory in Asakusabashi,,,,,,,,
Perfect location! All new and private !!,,,,,,,,
地处下北泽！1分钟徒步到车站！最大可住3人 免费WIFI 交通便捷#103,,,,,,,,
【hiii】練色★10分鐘步行到淺草寺★直達天空樹線淺草站/雷門·晴空塔·上野·秋葉原-NRT010,,,,,,,,
US52山手线舒适小屋。新宿，涉谷，秋叶原，原宿，上野直达。便利店，饮食店满载,,,,,,,,
【中層階確約】成田空港から京成線直通♦︎洗濯機キッチン完備のレジデンスホテル,,,,,,,,
步行1分钟到森下站M4！,,,,,,,,
田端＠3二楼男性层★JR田端和西日暮徒歩7分★池袋电车8分新宿电车15分★单人小隔间,,,,,,,,
*3  Moonoka hotel[ 莫诺卡酒店]銀座築地步行，可入住5人，免費網絡高級衛浴,,,,,,,,
@11 hotel shu[ 秀酒店新宿御苑]人氣新宿地區，入住2人，免費網絡，高級衛浴,,,,,,,,
Btype◇3LDK◇Tokyo Disney Resort・Makuhari Messe,,,,,,,,
距晴空塔最近的房子!車站只需1分/離淺草只有2站3分!前往機場和迪士尼皆有巴士直達!,,,,,,,,
10min Shinjuku Area / Harajuku and Shibuya near!#1,,,,,,,,
Japanese Style TATAMI room in Shinjuku / Free WiFi,,,,,,,,
"迷你日本 ,十分男女混合房, 東京",,,,,,,,
東京·初夏限時折扣·徒歩至「銀座/築地」，35㎡超大豪華套間4F，獨立衛浴，免費WIFI&寄存行李！,,,,,,,,
LK401 Disney land/Ginza/Tukiji/Shibuya/Asakusa,,,,,,,,
Central of TOKYO!! Close to train Sta 6-1h,,,,,,,,
"Asakusa, Ueno area, affordable♪Free wi-fi. 2F",,,,,,,,
EXTRAORDINARY STAY at UENO!! WITH BALCONY!!,,,,,,,,
100m2 house/3BR/quiet str./near shinjyuku sta.,,,,,,,,
65平方米 最多可入住6人！ 現代日式風格套房 到淺草寺只需步行3分鐘,,,,,,,,
7 MINS Sta Spacious and comfortable apartment ppx4,,,,,,,,
江戸町家の宿　両国庵101,,,,,,,,
"迷你日本 ,六人女性宿舍 ,東京",,,,,,,,
*9 Cozy home hotel[ 淺草的緣酒店]淺草上野地區，入住2-3人，免費網絡高級衛浴,,,,,,,,
（限女性）田地客房,,,,,,,,
